recommendation_id,Matnr,Werks,material_description,criticality,demand_pattern,consumptions_12m,lead_time_days,current_rop,recommended_rop,current_safety_stock,recommended_safety_stock,current_max_stock,recommended_max_stock,recommendation_type,reason,status,created_on
REC-001776,000000000010001145,3000,Flotation Blower Motor 110KW SANDVIK,IMPACT,INTERMITTENT,6,9,1.801,1.600,1.432,1.300,4.498,5.100,ROP_MAX_SAFETY_STOCK,"Stock on hand 1 is below the current reorder point 1.801. At the IMPACT service level of 95% and a 9-day lead time, the reorder point should be 1.6.",REJECTED,2026-05-30
REC-001777,000000000010001146,4000,Mill Lube Pump Motor 250MM SKF,CRITICAL,INTERMITTENT,0,42,11.744,7.500,8.125,5.200,21.838,12.500,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 11.744. At the CRITICAL service level of 98% and a 42-day lead time, the reorder point should be 7.5.",APPROVED,2026-06-04
REC-001778,000000000010001146,1000,Mill Lube Pump Motor 250MM SKF,CRITICAL,INTERMITTENT,0,42,5.056,6.500,3.328,4.300,16.875,11.400,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 5.056. At the CRITICAL service level of 98% and a 42-day lead time, the reorder point should be 6.5.",APPROVED,2026-06-15
REC-001779,000000000010001147,3000,Conveyor Take-Up Pulley 10/8 METSO,NORMAL,SLOW,1,14,0.231,0.400,0.164,0.300,1.642,1.300,ROP_MAX_SAFETY_STOCK,Slow consumption of 0.3 per month over 24 months with a 14-day lead time gives a reorder point of 0.4 against the current 0.231.,REJECTED,2026-05-28
REC-001780,000000000010001148,4000,Pump Impeller 250MM FLSM,NORMAL,INTERMITTENT,6,9,2.487,1.400,1.765,1.000,6.959,5.500,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.4 per month over 24 months with a 9-day lead time gives a reorder point of 1.4 against the current 2.487.,HELD,2026-06-27
REC-001781,000000000010001150,4000,Hydraulic Power Pack DN100 METSO,INSURANCE,REGULAR,11,63,140.842,90.700,29.023,18.700,288.653,195.100,ROP_MAX_SAFETY_STOCK,"Stock on hand 66 is below the current reorder point 140.842. At the INSURANCE service level of 90% and a 63-day lead time, the reorder point should be 90.7.",APPROVED,2026-07-28
REC-001782,000000000010001151,3000,Pump Impeller 6/4 MULTOTEC,CRITICAL,INTERMITTENT,1,107,13.345,9.400,9.791,6.900,18.436,11.500,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 13.345. At the CRITICAL service level of 98% and a 107-day lead time, the reorder point should be 9.4.",APPROVED,2026-08-21
REC-001783,000000000030000273,4000,Pressure Transmitter Assembly DN100 SEW,CRITICAL,ON_DEMAND,0,134,0.000,10.500,0.000,6.300,0.000,13.400,OAR_TO_MIN_MAX,This OAR material is classified CRITICAL on the critical parts list. Recommend Min-Max management with a reorder point of 10.5 and a maximum of 13.4.,PROPOSED,2026-05-26
REC-001784,000000000010001153,3000,Slurry Pump Wet End Assembly 200MM SKF,NORMAL,INTERMITTENT,7,25,2.220,2.000,1.321,1.200,6.427,5.000,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.0 per month over 24 months with a 25-day lead time gives a reorder point of 2 against the current 2.22.,PROPOSED,2026-05-24
REC-001785,000000000080000242,2000,Level Radar Transmitter HD FLSM,NORMAL,INTERMITTENT,5,19,0.972,0.800,0.616,0.500,3.922,2.300,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.5 per month over 24 months with a 19-day lead time gives a reorder point of 0.8 against the current 0.972.,APPROVED,2026-05-17
REC-001786,000000000080000242,3000,Level Radar Transmitter HD FLSM,NORMAL,INTERMITTENT,3,19,1.173,2.100,0.799,1.400,9.413,5.300,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.1 per month over 24 months with a 19-day lead time gives a reorder point of 2.1 against the current 1.173.,PROPOSED,2026-06-14
REC-001787,000000000010001154,3000,Thickener Rake Seal Kit 200MM SEW,INSURANCE,INTERMITTENT,5,146,7.312,9.100,3.615,4.500,8.673,12.000,ROP_MAX_SAFETY_STOCK,Stock on hand 11 exceeds the current maximum 8.673. Consumption of 1.0 per month supports a maximum of 12.,APPROVED,2026-05-26
REC-001788,000000000010001155,3000,Hydraulic Pump Assembly 6/4 SKF,INSURANCE,REGULAR,9,35,78.133,52.500,13.368,9.000,172.777,166.000,ROP_MAX_SAFETY_STOCK,Regular consumption of 37.8 per month over 24 months with a 35-day lead time gives a reorder point of 52.5 against the current 78.133.,REJECTED,2026-08-03
REC-001789,000000000010001156,3000,MCC Feeder Circuit Breaker 150MM SEW,INSURANCE,INTERMITTENT,6,149,7.970,6.900,3.685,3.200,13.556,9.200,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.8 per month over 24 months with a 149-day lead time gives a reorder point of 6.9 against the current 7.97.,APPROVED,2026-08-17
REC-001790,000000000080000243,3000,Apron Feeder Gear Reducer 10/8 FLSM,NORMAL,INTERMITTENT,7,10,0.865,0.700,0.582,0.500,2.509,2.800,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.7 per month over 24 months with a 10-day lead time gives a reorder point of 0.7 against the current 0.865.,HELD,2026-08-30
REC-001791,000000000090000071,1000,Agitator Shaft Seal 250KW WEIR,OBSOLETE,NO_DEMAND,0,33,0.000,,0.000,,1.000,,NO_SAFETY_STOCK,Obsolete material: no safety stock recommended. Candidate for stock reduction review.,HELD,2026-06-26
REC-001792,000000000090000072,1000,Flotation Cell Impeller 200MM FLSM,OBSOLETE,NO_DEMAND,0,60,0.000,,0.000,,1.000,,NO_SAFETY_STOCK,Obsolete material: no safety stock recommended. Candidate for stock reduction review.,APPROVED,2026-06-27
REC-001793,000000000010001157,3000,Conveyor Idler Roller Set DN100 SEW,CRITICAL,INTERMITTENT,0,150,24.390,14.400,14.671,8.700,25.330,17.900,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 24.39. At the CRITICAL service level of 98% and a 150-day lead time, the reorder point should be 14.4.",PROPOSED,2026-07-31
REC-001794,000000000010001158,1000,Thickener Rake Seal Kit 8/6 METSO,INSURANCE,INTERMITTENT,5,107,7.626,5.600,3.668,2.700,7.626,8.100,ROP_MAX_SAFETY_STOCK,Stock on hand 11 exceeds the current maximum 7.626. Consumption of 0.8 per month supports a maximum of 8.1.,APPROVED,2026-08-03
REC-001795,000000000090000073,1000,Pressure Transmitter Assembly HD ABB,OBSOLETE,NO_DEMAND,0,22,0.000,,0.000,,1.000,,NO_SAFETY_STOCK,Obsolete material: no safety stock recommended. Candidate for stock reduction review.,APPROVED,2026-08-24
REC-001796,000000000080000244,1000,Conveyor Drive Motor 55KW KSB,NORMAL,INTERMITTENT,1,56,1.398,2.600,0.825,1.500,3.702,4.300,ROP_MAX_SAFETY_STOCK,"Stock on hand 1 is below the current reorder point 1.398. At the NORMAL service level of 85% and a 56-day lead time, the reorder point should be 2.6.",PROPOSED,2026-07-02
REC-001797,000000000080000245,4000,Flotation Cell Impeller 150MM MULTOTEC,IMPACT,INTERMITTENT,7,24,4.413,3.500,3.063,2.400,11.660,7.500,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.3 per month over 24 months with a 24-day lead time gives a reorder point of 3.5 against the current 4.413.,REJECTED,2026-08-18
REC-001798,000000000010001160,3000,Vertical Sump Pump Column 200MM FLSM,IMPACT,INTERMITTENT,5,25,5.267,4.500,3.851,3.300,15.885,8.900,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 5.267. At the IMPACT service level of 95% and a 25-day lead time, the reorder point should be 4.5.",REJECTED,2026-07-06
REC-001799,000000000010001160,4000,Vertical Sump Pump Column 200MM FLSM,IMPACT,INTERMITTENT,3,25,7.078,5.000,5.275,3.700,7.078,9.600,ROP_MAX_SAFETY_STOCK,"Stock on hand 4 is below the current reorder point 7.078. At the IMPACT service level of 95% and a 25-day lead time, the reorder point should be 5.",APPROVED,2026-07-20
REC-001800,000000000010001161,1000,Apron Feeder Gear Reducer 110KW SANDVIK,NORMAL,INTERMITTENT,4,55,4.553,4.700,2.247,2.300,14.972,8.700,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.3 per month over 24 months with a 55-day lead time gives a reorder point of 4.7 against the current 4.553.,PROPOSED,2026-06-30
REC-001801,000000000010001162,3000,Mill Liner 55KW SIEMENS,CRITICAL,INTERMITTENT,6,54,12.782,7.900,7.921,4.900,12.782,13.000,ROP_MAX_SAFETY_STOCK,Stock on hand 19 exceeds the current maximum 12.782. Consumption of 1.7 per month supports a maximum of 13.,HELD,2026-05-30
REC-001802,000000000090000074,2000,Cyclone Apex Liner 10/8 WEIR,OBSOLETE,NO_DEMAND,0,35,0.000,,0.000,,1.000,,NO_SAFETY_STOCK,Obsolete material: no safety stock recommended. Candidate for stock reduction review.,APPROVED,2026-07-04
REC-001803,000000000010001163,3000,Conveyor Drive Motor 150MM KSB,IMPACT,INTERMITTENT,3,26,2.245,1.300,1.735,1.000,3.923,2.300,ROP_MAX_SAFETY_STOCK,Stock on hand 4 exceeds the current maximum 3.923. Consumption of 0.3 per month supports a maximum of 2.3.,APPROVED,2026-07-23
REC-001804,000000000010001164,1000,Conveyor Idler Roller Set 250KW SEW,NORMAL,INTERMITTENT,6,39,8.023,5.600,4.166,2.900,15.427,12.000,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 2.1 per month over 24 months with a 39-day lead time gives a reorder point of 5.6 against the current 8.023.,APPROVED,2026-08-06
REC-001805,000000000010001164,3000,Conveyor Idler Roller Set 250KW SEW,NORMAL,INTERMITTENT,5,39,1.072,1.400,0.610,0.800,3.595,2.900,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.5 per month over 24 months with a 39-day lead time gives a reorder point of 1.4 against the current 1.072.,REJECTED,2026-06-04
REC-001806,000000000080000246,1000,Pump Impeller 8/6 SIEMENS,IMPACT,INTERMITTENT,4,16,4.712,3.300,3.467,2.400,6.338,8.200,ROP_MAX_SAFETY_STOCK,Stock on hand 7 exceeds the current maximum 6.338. Consumption of 1.6 per month supports a maximum of 8.2.,PROPOSED,2026-06-01
REC-001807,000000000080000246,4000,Pump Impeller 8/6 SIEMENS,IMPACT,INTERMITTENT,6,16,4.694,3.400,3.589,2.600,10.469,8.000,ROP_MAX_SAFETY_STOCK,"Stock on hand 2 is below the current reorder point 4.694. At the IMPACT service level of 95% and a 16-day lead time, the reorder point should be 3.4.",PROPOSED,2026-09-01
REC-001808,000000000010001166,4000,Vertical Sump Pump Column 200MM SEW,IMPACT,REGULAR,12,32,22.041,38.300,6.433,11.200,119.844,115.700,ROP_MAX_SAFETY_STOCK,"Stock on hand 8 is below the current reorder point 22.041. At the IMPACT service level of 95% and a 32-day lead time, the reorder point should be 38.3.",PROPOSED,2026-07-19
REC-001809,000000000010001167,4000,Slurry Pump Wet End Assembly 6/4 FLSM,CRITICAL,REGULAR,12,142,144.075,144.100,25.863,25.900,209.202,220.100,ROP_MAX_SAFETY_STOCK,Regular consumption of 25.3 per month over 24 months with a 142-day lead time gives a reorder point of 144.1 against the current 144.075.,PROPOSED,2026-07-15
REC-001810,000000000010001168,2000,Cyclone Apex Liner 200MM MULTOTEC,IMPACT,REGULAR,11,47,18.094,25.200,4.426,6.200,74.323,62.200,ROP_MAX_SAFETY_STOCK,Regular consumption of 12.3 per month over 24 months with a 47-day lead time gives a reorder point of 25.2 against the current 18.094.,HELD,2026-07-18
REC-001811,000000000010001169,4000,Conveyor Drive Motor 10/8 METSO,INSURANCE,INTERMITTENT,6,109,6.766,3.900,3.452,2.000,6.766,5.500,ROP_MAX_SAFETY_STOCK,Stock on hand 8 exceeds the current maximum 6.766. Consumption of 0.5 per month supports a maximum of 5.5.,HELD,2026-08-31
REC-001812,000000000010001169,1000,Conveyor Drive Motor 10/8 METSO,INSURANCE,INTERMITTENT,3,109,3.382,4.000,1.775,2.100,5.648,5.600,ROP_MAX_SAFETY_STOCK,"Stock on hand 2 is below the current reorder point 3.382. At the INSURANCE service level of 90% and a 109-day lead time, the reorder point should be 4.",APPROVED,2026-08-31
REC-001813,000000000010001170,4000,Slurry Density Transmitter 10/8 FLSM,INSURANCE,INTERMITTENT,3,128,6.209,9.700,3.057,4.800,17.572,13.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 6.209. At the INSURANCE service level of 90% and a 128-day lead time, the reorder point should be 9.7.",APPROVED,2026-07-04
REC-001814,000000000010001171,4000,Centrifugal Pump Casing 200MM SEW,NORMAL,INTERMITTENT,5,29,5.075,5.200,3.005,3.100,11.343,11.800,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 2.2 per month over 24 months with a 29-day lead time gives a reorder point of 5.2 against the current 5.075.,REJECTED,2026-06-15
REC-001815,000000000010001172,1000,Ventilation Fan Motor 110KW WEIR,CRITICAL,INTERMITTENT,6,73,11.690,13.300,6.754,7.700,14.386,20.300,ROP_MAX_SAFETY_STOCK,Stock on hand 19 exceeds the current maximum 14.386. Consumption of 2.3 per month supports a maximum of 20.3.,HELD,2026-07-12
REC-001816,000000000010001174,4000,Thickener Rake Seal Kit 10/8 METSO,NORMAL,REGULAR,12,41,85.859,49.800,17.787,10.300,122.830,137.700,ROP_MAX_SAFETY_STOCK,Regular consumption of 29.3 per month over 24 months with a 41-day lead time gives a reorder point of 49.8 against the current 85.859.,HELD,2026-08-31
REC-001817,000000000010001175,4000,Conveyor Pulley Bearing 10/8 SANDVIK,NORMAL,REGULAR,11,36,50.040,47.800,10.377,9.900,241.941,144.100,ROP_MAX_SAFETY_STOCK,Regular consumption of 32.1 per month over 24 months with a 36-day lead time gives a reorder point of 47.8 against the current 50.04.,HELD,2026-08-02
REC-001818,000000000010001176,4000,Variable Speed Drive Unit 10/8 FLSM,IMPACT,SLOW,0,55,0.775,0.800,0.624,0.600,0.813,1.100,ROP_MAX_SAFETY_STOCK,Stock on hand 1 exceeds the current maximum 0.813. Consumption of 0.1 per month supports a maximum of 1.1.,APPROVED,2026-05-24
REC-001819,000000000030000283,3000,Apron Feeder Gear Reducer 110KW SEW,CRITICAL,ON_DEMAND,3,150,0.000,5.400,0.000,2.900,0.000,6.900,OAR_TO_MIN_MAX,This OAR material is classified CRITICAL on the critical parts list. Recommend Min-Max management with a reorder point of 5.4 and a maximum of 6.9.,HELD,2026-08-11
REC-001820,000000000030000283,1000,Apron Feeder Gear Reducer 110KW SEW,CRITICAL,ON_DEMAND,2,150,0.000,14.300,0.000,8.600,0.000,17.800,OAR_TO_MIN_MAX,This OAR material is classified CRITICAL on the critical parts list. Recommend Min-Max management with a reorder point of 14.3 and a maximum of 17.8.,PROPOSED,2026-07-30
REC-001821,000000000010001177,2000,Centrifugal Pump Casing 10/8 KSB,NORMAL,INTERMITTENT,6,17,1.939,3.600,1.174,2.200,17.794,11.200,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 2.5 per month over 24 months with a 17-day lead time gives a reorder point of 3.6 against the current 1.939.,APPROVED,2026-06-18
REC-001822,000000000010001177,3000,Centrifugal Pump Casing 10/8 KSB,NORMAL,INTERMITTENT,3,17,0.916,1.000,0.576,0.600,3.692,3.000,ROP_MAX_SAFETY_STOCK,Stock on hand 4 exceeds the current maximum 3.692. Consumption of 0.7 per month supports a maximum of 3.,APPROVED,2026-06-27
REC-001823,000000000080000247,1000,Agitator Shaft Seal 6/4 FLSM,IMPACT,INTERMITTENT,3,26,3.347,2.700,2.349,1.900,7.795,5.600,ROP_MAX_SAFETY_STOCK,"Stock on hand 3 is below the current reorder point 3.347. At the IMPACT service level of 95% and a 26-day lead time, the reorder point should be 2.7.",PROPOSED,2026-05-13
REC-001824,000000000080000247,3000,Agitator Shaft Seal 6/4 FLSM,IMPACT,INTERMITTENT,4,26,2.118,2.600,1.608,2.000,4.155,4.800,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 2.118. At the IMPACT service level of 95% and a 26-day lead time, the reorder point should be 2.6.",REJECTED,2026-07-04
REC-001825,000000000010001178,4000,Variable Speed Drive Unit 250KW MULTOTEC,CRITICAL,INTERMITTENT,5,221,7.791,7.500,2.766,2.700,14.805,9.500,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.7 per month over 24 months with a 221-day lead time gives a reorder point of 7.5 against the current 7.791.,PROPOSED,2026-07-28
REC-001826,000000000010001178,2000,Variable Speed Drive Unit 250KW MULTOTEC,CRITICAL,INTERMITTENT,5,221,9.220,5.400,4.622,2.700,9.712,6.500,ROP_MAX_SAFETY_STOCK,"Stock on hand 8 is below the current reorder point 9.22. At the CRITICAL service level of 98% and a 221-day lead time, the reorder point should be 5.4.",REJECTED,2026-06-21
REC-001827,000000000010001179,2000,Soft Starter Power Module 250KW SANDVIK,CRITICAL,INTERMITTENT,0,123,5.781,7.800,3.787,5.100,8.284,9.800,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 5.781. At the CRITICAL service level of 98% and a 123-day lead time, the reorder point should be 7.8.",APPROVED,2026-08-22
REC-001828,000000000010001179,3000,Soft Starter Power Module 250KW SANDVIK,CRITICAL,INTERMITTENT,0,123,19.135,16.800,12.209,10.700,29.671,21.300,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 19.135. At the CRITICAL service level of 98% and a 123-day lead time, the reorder point should be 16.8.",REJECTED,2026-05-19
REC-001829,000000000010001180,4000,Soft Starter Power Module 6/4 SEW,CRITICAL,INTERMITTENT,6,127,11.111,13.200,5.398,6.400,17.200,18.100,ROP_MAX_SAFETY_STOCK,"Stock on hand 8 is below the current reorder point 11.111. At the CRITICAL service level of 98% and a 127-day lead time, the reorder point should be 13.2.",PROPOSED,2026-07-02
REC-001830,000000000010001181,1000,Slurry Pump Mechanical Seal 6/4 KSB,NORMAL,INTERMITTENT,3,34,5.067,3.400,3.108,2.100,8.325,7.000,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.2 per month over 24 months with a 34-day lead time gives a reorder point of 3.4 against the current 5.067.,PROPOSED,2026-06-05
REC-001831,000000000010001182,4000,Conveyor Drive Gearbox DN150 METSO,NORMAL,REGULAR,12,19,24.843,18.300,6.387,4.700,130.538,83.400,ROP_MAX_SAFETY_STOCK,"Stock on hand 15 is below the current reorder point 24.843. At the NORMAL service level of 85% and a 19-day lead time, the reorder point should be 18.3.",PROPOSED,2026-08-07
REC-001832,000000000010001182,3000,Conveyor Drive Gearbox DN150 METSO,NORMAL,REGULAR,10,19,6.978,10.300,2.110,3.100,74.432,44.700,ROP_MAX_SAFETY_STOCK,Regular consumption of 11.5 per month over 24 months with a 19-day lead time gives a reorder point of 10.3 against the current 6.978.,APPROVED,2026-06-11
REC-001833,000000000010001183,2000,Vertical Sump Pump Column TYPE B SANDVIK,INSURANCE,INTERMITTENT,5,36,4.873,3.400,3.157,2.200,8.874,6.400,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.0 per month over 24 months with a 36-day lead time gives a reorder point of 3.4 against the current 4.873.,HELD,2026-05-13
REC-001834,000000000010001183,3000,Vertical Sump Pump Column TYPE B SANDVIK,INSURANCE,INTERMITTENT,4,36,2.397,5.100,1.489,3.200,7.745,10.000,ROP_MAX_SAFETY_STOCK,"Stock on hand 1 is below the current reorder point 2.397. At the INSURANCE service level of 90% and a 36-day lead time, the reorder point should be 5.1.",PROPOSED,2026-06-06
REC-001835,000000000010001184,1000,Gland Packing Seal Ring 8/6 FLSM,INSURANCE,REGULAR,12,109,192.264,132.300,27.461,18.900,386.722,227.300,ROP_MAX_SAFETY_STOCK,"Stock on hand 176 is below the current reorder point 192.264. At the INSURANCE service level of 90% and a 109-day lead time, the reorder point should be 132.3.",REJECTED,2026-08-16
REC-001836,000000000030000285,4000,Cyclone Apex Liner HD FLSM,IMPACT,ON_DEMAND,0,56,0.000,4.600,0.000,2.800,0.000,7.500,OAR_TO_MIN_MAX,This OAR material is classified IMPACT on the critical parts list. Recommend Min-Max management with a reorder point of 4.6 and a maximum of 7.5.,HELD,2026-06-09
REC-001837,000000000010001186,2000,PLC Digital Output Card TYPE B MULTOTEC,NORMAL,INTERMITTENT,4,60,2.113,3.800,1.153,2.100,4.564,6.400,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 2.113. At the NORMAL service level of 85% and a 60-day lead time, the reorder point should be 3.8.",REJECTED,2026-08-27
REC-001838,000000000010001186,3000,PLC Digital Output Card TYPE B MULTOTEC,NORMAL,INTERMITTENT,6,60,8.702,8.400,4.118,4.000,11.832,15.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 7 is below the current reorder point 8.702. At the NORMAL service level of 85% and a 60-day lead time, the reorder point should be 8.4.",APPROVED,2026-08-09
REC-001839,000000000010001188,1000,Hydraulic Pump Assembly TYPE B SANDVIK,CRITICAL,INTERMITTENT,0,119,13.566,7.600,8.338,4.700,13.566,9.800,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 13.566. At the CRITICAL service level of 98% and a 119-day lead time, the reorder point should be 7.6.",REJECTED,2026-06-07
REC-001840,000000000010001188,4000,Hydraulic Pump Assembly TYPE B SANDVIK,CRITICAL,INTERMITTENT,0,119,12.451,13.000,7.472,7.800,13.590,17.000,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 12.451. At the CRITICAL service level of 98% and a 119-day lead time, the reorder point should be 13.",PROPOSED,2026-06-25
REC-001841,000000000010001190,4000,Conveyor Pulley Bearing 6/4 SANDVIK,NORMAL,INTERMITTENT,3,41,2.526,1.800,1.578,1.100,2.561,3.300,ROP_MAX_SAFETY_STOCK,Stock on hand 3 exceeds the current maximum 2.561. Consumption of 0.5 per month supports a maximum of 3.3.,PROPOSED,2026-06-09
REC-001842,000000000080000248,2000,PLC Digital Output Card 55KW METSO,NORMAL,INTERMITTENT,4,30,2.289,1.800,1.262,1.000,6.078,4.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 2 is below the current reorder point 2.289. At the NORMAL service level of 85% and a 30-day lead time, the reorder point should be 1.8.",REJECTED,2026-07-30
REC-001843,000000000080000248,4000,PLC Digital Output Card 55KW METSO,NORMAL,INTERMITTENT,4,30,1.828,3.800,1.063,2.200,10.237,8.700,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.6 per month over 24 months with a 30-day lead time gives a reorder point of 3.8 against the current 1.828.,APPROVED,2026-06-25
REC-001844,000000000010001192,4000,Agitator Shaft Seal HD SANDVIK,CRITICAL,INTERMITTENT,8,35,5.048,3.800,3.437,2.600,6.941,6.900,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.0 per month over 24 months with a 35-day lead time gives a reorder point of 3.8 against the current 5.048.,APPROVED,2026-07-23
REC-001845,000000000010001193,4000,Conveyor Drive Motor 110KW ABB,IMPACT,REGULAR,12,17,11.471,23.800,4.031,8.400,169.130,106.700,ROP_MAX_SAFETY_STOCK,Regular consumption of 27.6 per month over 24 months with a 17-day lead time gives a reorder point of 23.8 against the current 11.471.,APPROVED,2026-07-15
REC-001846,000000000010001195,2000,Variable Speed Drive Unit 110KW SANDVIK,CRITICAL,INTERMITTENT,4,152,21.288,13.900,10.753,7.000,21.288,18.000,ROP_MAX_SAFETY_STOCK,Stock on hand 28 exceeds the current maximum 21.288. Consumption of 1.4 per month supports a maximum of 18.,APPROVED,2026-08-04
REC-001847,000000000010001195,3000,Variable Speed Drive Unit 110KW SANDVIK,CRITICAL,INTERMITTENT,5,152,6.121,4.200,3.354,2.300,6.121,5.300,ROP_MAX_SAFETY_STOCK,"Stock on hand 6 is below the current reorder point 6.121. At the CRITICAL service level of 98% and a 152-day lead time, the reorder point should be 4.2.",PROPOSED,2026-06-05
REC-001848,000000000010001196,4000,Ball Mill Gearbox Assembly TYPE B ABB,NORMAL,REGULAR,12,40,16.481,24.200,2.443,3.600,92.277,71.200,ROP_MAX_SAFETY_STOCK,Regular consumption of 15.7 per month over 24 months with a 40-day lead time gives a reorder point of 24.2 against the current 16.481.,APPROVED,2026-06-26
REC-001849,000000000010001197,1000,Soft Starter Power Module HD SEW,CRITICAL,SLOW,0,59,2.099,3.200,1.566,2.400,4.915,4.500,ROP_MAX_SAFETY_STOCK,Slow consumption of 0.4 per month over 24 months with a 59-day lead time gives a reorder point of 3.2 against the current 2.099.,APPROVED,2026-07-29
REC-001850,000000000010001198,1000,Skirt Rubber Liner Section 200MM SANDVIK,INSURANCE,INTERMITTENT,4,181,14.047,9.100,4.908,3.200,19.602,12.100,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.0 per month over 24 months with a 181-day lead time gives a reorder point of 9.1 against the current 14.047.,APPROVED,2026-08-30
REC-001851,000000000010001198,4000,Skirt Rubber Liner Section 200MM SANDVIK,INSURANCE,INTERMITTENT,6,181,19.999,15.100,6.243,4.700,22.561,20.400,ROP_MAX_SAFETY_STOCK,"Stock on hand 16 is below the current reorder point 19.999. At the INSURANCE service level of 90% and a 181-day lead time, the reorder point should be 15.1.",PROPOSED,2026-07-31
REC-001852,000000000010001199,3000,Pressure Transmitter Assembly HD ABB,CRITICAL,INTERMITTENT,6,144,3.891,8.400,2.074,4.500,11.450,10.900,ROP_MAX_SAFETY_STOCK,"Stock on hand 1 is below the current reorder point 3.891. At the CRITICAL service level of 98% and a 144-day lead time, the reorder point should be 8.4.",REJECTED,2026-05-29
REC-001853,000000000080000249,1000,Hydraulic Power Pack 200MM SKF,NORMAL,INTERMITTENT,2,56,7.822,4.800,4.385,2.700,12.620,8.300,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.2 per month over 24 months with a 56-day lead time gives a reorder point of 4.8 against the current 7.822.,APPROVED,2026-07-05
REC-001854,000000000080000250,2000,Valve Assembly 55KW FLSM,NORMAL,INTERMITTENT,3,55,3.137,4.400,1.725,2.400,11.539,7.700,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.1 per month over 24 months with a 55-day lead time gives a reorder point of 4.4 against the current 3.137.,APPROVED,2026-07-10
REC-001855,000000000010001200,1000,Ball Mill Shell Liner Plate TYPE B,NORMAL,REGULAR,8,28,9.180,20.700,2.277,5.100,64.267,71.500,ROP_MAX_SAFETY_STOCK,Regular consumption of 16.9 per month over 24 months with a 28-day lead time gives a reorder point of 20.7 against the current 9.18.,APPROVED,2026-06-27
REC-001856,000000000010001200,3000,Ball Mill Shell Liner Plate TYPE B,NORMAL,REGULAR,12,28,25.994,22.800,6.285,5.500,75.357,79.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 25.994. At the NORMAL service level of 85% and a 28-day lead time, the reorder point should be 22.8.",HELD,2026-06-08
REC-001857,000000000010001201,2000,Spherical Roller Bearing 110KW ABB,INSURANCE,INTERMITTENT,7,200,7.363,5.700,2.088,1.600,12.995,7.600,ROP_MAX_SAFETY_STOCK,"Stock on hand 5 is below the current reorder point 7.363. At the INSURANCE service level of 90% and a 200-day lead time, the reorder point should be 5.7.",PROPOSED,2026-06-26
REC-001858,000000000010001201,3000,Spherical Roller Bearing 110KW ABB,INSURANCE,INTERMITTENT,4,200,4.658,10.000,1.575,3.400,14.670,13.000,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.0 per month over 24 months with a 200-day lead time gives a reorder point of 10 against the current 4.658.,PROPOSED,2026-08-22
REC-001859,000000000010001202,2000,Conveyor Drive Motor 110KW FLSM,NORMAL,INTERMITTENT,6,40,9.077,6.100,4.011,2.700,10.433,13.800,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 9.077. At the NORMAL service level of 85% and a 40-day lead time, the reorder point should be 6.1.",APPROVED,2026-05-28
