approval_id,recommendation_id,approver_role,approver_user,decision,decision_date,comment
APR-000776,REC-001130,Inventory Controller,VZIINV02,APPROVED,2026-06-21,Approved; to be applied in SAP by VZI.
APR-000777,REC-001131,Inventory Controller,VZIINV02,APPROVED,2026-06-11,Approved; to be applied in SAP by VZI.
APR-000778,REC-001133,Plant Head,VZIINV01,HELD,2026-06-18,Held pending further consumption evidence.
APR-000779,REC-001134,Plant Head,VZIINV02,APPROVED,2026-07-12,Approved; to be applied in SAP by VZI.
APR-000780,REC-001135,Engineering Head,VZIINV01,APPROVED,2026-07-18,Approved; to be applied in SAP by VZI.
APR-000781,REC-001136,Engineering Head,VZIINV01,APPROVED,2026-07-23,Approved; to be applied in SAP by VZI.
APR-000782,REC-001137,Inventory Controller,VZIINV02,HELD,2026-07-02,Held pending further consumption evidence.
APR-000783,REC-001138,Engineering Head,VZIINV02,APPROVED,2026-07-28,Approved; to be applied in SAP by VZI.
APR-000784,REC-001139,Commercial Head,VZIINV01,REJECTED,2026-08-08,Consumption not considered representative.
APR-000785,REC-001141,Plant Head,VZIINV02,HELD,2026-08-08,Held pending further consumption evidence.
APR-000786,REC-001142,Inventory Controller,VZIINV01,REJECTED,2026-08-17,Consumption not considered representative.
APR-000787,REC-001143,Plant Head,VZIINV01,HELD,2026-06-19,Held pending further consumption evidence.
APR-000788,REC-001144,Engineering Head,VZIINV02,APPROVED,2026-08-09,Approved; to be applied in SAP by VZI.
APR-000789,REC-001147,Plant Head,VZIINV02,HELD,2026-07-18,Held pending further consumption evidence.
APR-000790,REC-001148,Plant Head,VZIINV01,APPROVED,2026-07-29,Approved; to be applied in SAP by VZI.
APR-000791,REC-001149,Inventory Controller,VZIINV01,APPROVED,2026-07-23,Approved; to be applied in SAP by VZI.
APR-000792,REC-001153,Commercial Head,VZIINV02,APPROVED,2026-08-08,Approved; to be applied in SAP by VZI.
APR-000793,REC-001154,Commercial Head,VZIINV01,APPROVED,2026-09-02,Approved; to be applied in SAP by VZI.
APR-000794,REC-001155,Plant Head,VZIINV02,APPROVED,2026-06-10,Approved; to be applied in SAP by VZI.
APR-000795,REC-001157,Inventory Controller,VZIINV02,APPROVED,2026-06-02,Approved; to be applied in SAP by VZI.
APR-000796,REC-001158,Engineering Head,VZIINV02,APPROVED,2026-05-30,Approved; to be applied in SAP by VZI.
APR-000797,REC-001161,Inventory Controller,VZIINV01,APPROVED,2026-07-06,Approved; to be applied in SAP by VZI.
APR-000798,REC-001163,Commercial Head,VZIINV01,APPROVED,2026-08-03,Approved; to be applied in SAP by VZI.
APR-000799,REC-001164,Commercial Head,VZIINV01,APPROVED,2026-06-19,Approved; to be applied in SAP by VZI.
APR-000800,REC-001165,Commercial Head,VZIINV01,REJECTED,2026-06-03,Consumption not considered representative.
APR-000801,REC-001166,Plant Head,VZIINV01,APPROVED,2026-05-18,Approved; to be applied in SAP by VZI.
APR-000802,REC-001167,Plant Head,VZIINV02,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000803,REC-001169,Inventory Controller,VZIINV02,APPROVED,2026-08-21,Approved; to be applied in SAP by VZI.
APR-000804,REC-001171,Plant Head,VZIINV01,REJECTED,2026-06-08,Consumption not considered representative.
APR-000805,REC-001172,Plant Head,VZIINV01,HELD,2026-06-06,Held pending further consumption evidence.
APR-000806,REC-001176,Engineering Head,VZIINV02,APPROVED,2026-05-17,Approved; to be applied in SAP by VZI.
APR-000807,REC-001177,Inventory Controller,VZIINV02,HELD,2026-08-30,Held pending further consumption evidence.
APR-000808,REC-001178,Plant Head,VZIINV02,APPROVED,2026-08-12,Approved; to be applied in SAP by VZI.
APR-000809,REC-001180,Engineering Head,VZIINV01,APPROVED,2026-05-23,Approved; to be applied in SAP by VZI.
APR-000810,REC-001182,Plant Head,VZIINV02,HELD,2026-07-23,Held pending further consumption evidence.
APR-000811,REC-001185,Plant Head,VZIINV02,APPROVED,2026-06-21,Approved; to be applied in SAP by VZI.
APR-000812,REC-001187,Inventory Controller,VZIINV02,HELD,2026-08-18,Held pending further consumption evidence.
APR-000813,REC-001188,Plant Head,VZIINV01,APPROVED,2026-08-19,Approved; to be applied in SAP by VZI.
APR-000814,REC-001189,Plant Head,VZIINV02,REJECTED,2026-07-30,Consumption not considered representative.
APR-000815,REC-001191,Plant Head,VZIINV01,APPROVED,2026-09-01,Approved; to be applied in SAP by VZI.
APR-000816,REC-001193,Engineering Head,VZIINV02,APPROVED,2026-05-25,Approved; to be applied in SAP by VZI.
APR-000817,REC-001195,Plant Head,VZIINV02,HELD,2026-07-30,Held pending further consumption evidence.
APR-000818,REC-001197,Commercial Head,VZIINV02,REJECTED,2026-06-08,Consumption not considered representative.
APR-000819,REC-001198,Plant Head,VZIINV01,APPROVED,2026-07-11,Approved; to be applied in SAP by VZI.
APR-000820,REC-001199,Inventory Controller,VZIINV02,HELD,2026-07-20,Held pending further consumption evidence.
APR-000821,REC-001200,Inventory Controller,VZIINV02,REJECTED,2026-06-09,Consumption not considered representative.
APR-000822,REC-001201,Engineering Head,VZIINV02,APPROVED,2026-09-02,Approved; to be applied in SAP by VZI.
APR-000823,REC-001203,Plant Head,VZIINV01,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000824,REC-001205,Engineering Head,VZIINV02,APPROVED,2026-06-16,Approved; to be applied in SAP by VZI.
APR-000825,REC-001206,Inventory Controller,VZIINV02,APPROVED,2026-09-05,Approved; to be applied in SAP by VZI.
APR-000826,REC-001207,Inventory Controller,VZIINV01,HELD,2026-08-21,Held pending further consumption evidence.
APR-000827,REC-001208,Plant Head,VZIINV01,APPROVED,2026-07-01,Approved; to be applied in SAP by VZI.
APR-000828,REC-001209,Inventory Controller,VZIINV02,REJECTED,2026-08-24,Consumption not considered representative.
APR-000829,REC-001211,Plant Head,VZIINV02,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000830,REC-001212,Plant Head,VZIINV02,REJECTED,2026-08-30,Consumption not considered representative.
APR-000831,REC-001213,Engineering Head,VZIINV02,APPROVED,2026-07-05,Approved; to be applied in SAP by VZI.
APR-000832,REC-001216,Plant Head,VZIINV02,APPROVED,2026-07-29,Approved; to be applied in SAP by VZI.
APR-000833,REC-001217,Commercial Head,VZIINV01,REJECTED,2026-05-29,Consumption not considered representative.
APR-000834,REC-001219,Commercial Head,VZIINV02,APPROVED,2026-06-23,Approved; to be applied in SAP by VZI.
APR-000835,REC-001220,Inventory Controller,VZIINV02,APPROVED,2026-07-16,Approved; to be applied in SAP by VZI.
APR-000836,REC-001221,Commercial Head,VZIINV01,HELD,2026-07-01,Held pending further consumption evidence.
APR-000837,REC-001222,Engineering Head,VZIINV02,REJECTED,2026-09-03,Consumption not considered representative.
APR-000838,REC-001223,Commercial Head,VZIINV01,APPROVED,2026-06-27,Approved; to be applied in SAP by VZI.
APR-000839,REC-001224,Plant Head,VZIINV01,APPROVED,2026-07-05,Approved; to be applied in SAP by VZI.
APR-000840,REC-001225,Inventory Controller,VZIINV02,HELD,2026-08-21,Held pending further consumption evidence.
APR-000841,REC-001228,Engineering Head,VZIINV02,APPROVED,2026-08-06,Approved; to be applied in SAP by VZI.
APR-000842,REC-001229,Inventory Controller,VZIINV01,REJECTED,2026-06-27,Consumption not considered representative.
APR-000843,REC-001230,Engineering Head,VZIINV02,REJECTED,2026-08-05,Consumption not considered representative.
APR-000844,REC-001231,Inventory Controller,VZIINV02,REJECTED,2026-06-05,Consumption not considered representative.
APR-000845,REC-001232,Plant Head,VZIINV02,REJECTED,2026-09-03,Consumption not considered representative.
APR-000846,REC-001233,Plant Head,VZIINV02,REJECTED,2026-07-11,Consumption not considered representative.
APR-000847,REC-001235,Commercial Head,VZIINV02,APPROVED,2026-08-09,Approved; to be applied in SAP by VZI.
APR-000848,REC-001236,Engineering Head,VZIINV01,HELD,2026-07-30,Held pending further consumption evidence.
APR-000849,REC-001238,Inventory Controller,VZIINV01,REJECTED,2026-06-29,Consumption not considered representative.
APR-000850,REC-001239,Inventory Controller,VZIINV01,APPROVED,2026-07-12,Approved; to be applied in SAP by VZI.
APR-000851,REC-001240,Inventory Controller,VZIINV02,APPROVED,2026-08-24,Approved; to be applied in SAP by VZI.
APR-000852,REC-001241,Plant Head,VZIINV01,HELD,2026-08-01,Held pending further consumption evidence.
APR-000853,REC-001242,Plant Head,VZIINV01,REJECTED,2026-08-14,Consumption not considered representative.
APR-000854,REC-001243,Plant Head,VZIINV02,REJECTED,2026-09-02,Consumption not considered representative.
APR-000855,REC-001246,Inventory Controller,VZIINV01,HELD,2026-08-31,Held pending further consumption evidence.
APR-000856,REC-001247,Inventory Controller,VZIINV01,APPROVED,2026-08-15,Approved; to be applied in SAP by VZI.
APR-000857,REC-001249,Inventory Controller,VZIINV01,APPROVED,2026-07-03,Approved; to be applied in SAP by VZI.
APR-000858,REC-001250,Plant Head,VZIINV02,APPROVED,2026-06-13,Approved; to be applied in SAP by VZI.
APR-000859,REC-001251,Inventory Controller,VZIINV01,HELD,2026-08-07,Held pending further consumption evidence.
APR-000860,REC-001252,Inventory Controller,VZIINV02,APPROVED,2026-07-15,Approved; to be applied in SAP by VZI.
APR-000861,REC-001257,Engineering Head,VZIINV02,REJECTED,2026-08-24,Consumption not considered representative.
APR-000862,REC-001258,Engineering Head,VZIINV02,REJECTED,2026-06-18,Consumption not considered representative.
APR-000863,REC-001261,Plant Head,VZIINV02,REJECTED,2026-06-14,Consumption not considered representative.
APR-000864,REC-001262,Plant Head,VZIINV02,HELD,2026-07-23,Held pending further consumption evidence.
APR-000865,REC-001263,Plant Head,VZIINV02,APPROVED,2026-05-29,Approved; to be applied in SAP by VZI.
APR-000866,REC-001264,Plant Head,VZIINV02,APPROVED,2026-07-18,Approved; to be applied in SAP by VZI.
APR-000867,REC-001265,Inventory Controller,VZIINV02,HELD,2026-07-30,Held pending further consumption evidence.
APR-000868,REC-001266,Engineering Head,VZIINV01,APPROVED,2026-05-28,Approved; to be applied in SAP by VZI.
APR-000869,REC-001268,Inventory Controller,VZIINV02,APPROVED,2026-08-31,Approved; to be applied in SAP by VZI.
APR-000870,REC-001270,Commercial Head,VZIINV01,APPROVED,2026-08-21,Approved; to be applied in SAP by VZI.
APR-000871,REC-001271,Inventory Controller,VZIINV01,HELD,2026-06-19,Held pending further consumption evidence.
APR-000872,REC-001275,Inventory Controller,VZIINV01,APPROVED,2026-06-25,Approved; to be applied in SAP by VZI.
APR-000873,REC-001276,Inventory Controller,VZIINV02,APPROVED,2026-08-09,Approved; to be applied in SAP by VZI.
APR-000874,REC-001277,Inventory Controller,VZIINV02,HELD,2026-08-26,Held pending further consumption evidence.
APR-000875,REC-001278,Plant Head,VZIINV01,HELD,2026-08-28,Held pending further consumption evidence.
APR-000876,REC-001279,Plant Head,VZIINV01,APPROVED,2026-05-23,Approved; to be applied in SAP by VZI.
APR-000877,REC-001280,Plant Head,VZIINV01,APPROVED,2026-06-09,Approved; to be applied in SAP by VZI.
APR-000878,REC-001282,Engineering Head,VZIINV02,HELD,2026-05-31,Held pending further consumption evidence.
APR-000879,REC-001283,Engineering Head,VZIINV02,HELD,2026-05-24,Held pending further consumption evidence.
APR-000880,REC-001284,Inventory Controller,VZIINV01,APPROVED,2026-07-10,Approved; to be applied in SAP by VZI.
APR-000881,REC-001286,Inventory Controller,VZIINV02,REJECTED,2026-05-22,Consumption not considered representative.
APR-000882,REC-001289,Plant Head,VZIINV02,REJECTED,2026-06-20,Consumption not considered representative.
APR-000883,REC-001290,Engineering Head,VZIINV02,REJECTED,2026-08-27,Consumption not considered representative.
APR-000884,REC-001292,Plant Head,VZIINV01,APPROVED,2026-05-27,Approved; to be applied in SAP by VZI.
APR-000885,REC-001293,Plant Head,VZIINV01,REJECTED,2026-05-21,Consumption not considered representative.
APR-000886,REC-001294,Commercial Head,VZIINV02,APPROVED,2026-08-08,Approved; to be applied in SAP by VZI.
APR-000887,REC-001295,Commercial Head,VZIINV01,HELD,2026-05-24,Held pending further consumption evidence.
APR-000888,REC-001296,Engineering Head,VZIINV02,HELD,2026-08-04,Held pending further consumption evidence.
APR-000889,REC-001297,Commercial Head,VZIINV02,HELD,2026-06-30,Held pending further consumption evidence.
APR-000890,REC-001299,Commercial Head,VZIINV02,REJECTED,2026-08-14,Consumption not considered representative.
APR-000891,REC-001300,Inventory Controller,VZIINV02,APPROVED,2026-08-02,Approved; to be applied in SAP by VZI.
APR-000892,REC-001301,Plant Head,VZIINV02,APPROVED,2026-06-25,Approved; to be applied in SAP by VZI.
APR-000893,REC-001302,Plant Head,VZIINV01,APPROVED,2026-06-06,Approved; to be applied in SAP by VZI.
APR-000894,REC-001303,Engineering Head,VZIINV02,HELD,2026-06-21,Held pending further consumption evidence.
APR-000895,REC-001306,Inventory Controller,VZIINV02,APPROVED,2026-05-29,Approved; to be applied in SAP by VZI.
APR-000896,REC-001308,Plant Head,VZIINV02,APPROVED,2026-08-04,Approved; to be applied in SAP by VZI.
APR-000897,REC-001311,Plant Head,VZIINV01,APPROVED,2026-08-06,Approved; to be applied in SAP by VZI.
APR-000898,REC-001312,Plant Head,VZIINV02,REJECTED,2026-07-21,Consumption not considered representative.
APR-000899,REC-001315,Plant Head,VZIINV01,APPROVED,2026-05-25,Approved; to be applied in SAP by VZI.
APR-000900,REC-001316,Inventory Controller,VZIINV02,HELD,2026-06-24,Held pending further consumption evidence.
APR-000901,REC-001318,Engineering Head,VZIINV02,APPROVED,2026-06-03,Approved; to be applied in SAP by VZI.
APR-000902,REC-001320,Plant Head,VZIINV01,REJECTED,2026-07-12,Consumption not considered representative.
APR-000903,REC-001321,Engineering Head,VZIINV02,APPROVED,2026-09-06,Approved; to be applied in SAP by VZI.
APR-000904,REC-001322,Engineering Head,VZIINV01,APPROVED,2026-07-19,Approved; to be applied in SAP by VZI.
APR-000905,REC-001323,Plant Head,VZIINV01,HELD,2026-08-28,Held pending further consumption evidence.
APR-000906,REC-001324,Plant Head,VZIINV01,APPROVED,2026-06-22,Approved; to be applied in SAP by VZI.
APR-000907,REC-001325,Inventory Controller,VZIINV02,APPROVED,2026-07-17,Approved; to be applied in SAP by VZI.
APR-000908,REC-001326,Engineering Head,VZIINV02,REJECTED,2026-07-23,Consumption not considered representative.
APR-000909,REC-001327,Inventory Controller,VZIINV02,APPROVED,2026-07-12,Approved; to be applied in SAP by VZI.
APR-000910,REC-001329,Engineering Head,VZIINV02,REJECTED,2026-08-15,Consumption not considered representative.
APR-000911,REC-001330,Inventory Controller,VZIINV02,REJECTED,2026-06-14,Consumption not considered representative.
APR-000912,REC-001331,Inventory Controller,VZIINV01,APPROVED,2026-06-06,Approved; to be applied in SAP by VZI.
APR-000913,REC-001332,Inventory Controller,VZIINV01,HELD,2026-08-15,Held pending further consumption evidence.
APR-000914,REC-001333,Plant Head,VZIINV01,APPROVED,2026-06-26,Approved; to be applied in SAP by VZI.
APR-000915,REC-001335,Engineering Head,VZIINV02,APPROVED,2026-06-13,Approved; to be applied in SAP by VZI.
APR-000916,REC-001336,Engineering Head,VZIINV01,REJECTED,2026-07-31,Consumption not considered representative.
APR-000917,REC-001337,Engineering Head,VZIINV01,HELD,2026-07-17,Held pending further consumption evidence.
APR-000918,REC-001338,Commercial Head,VZIINV01,REJECTED,2026-05-24,Consumption not considered representative.
APR-000919,REC-001341,Engineering Head,VZIINV01,APPROVED,2026-06-23,Approved; to be applied in SAP by VZI.
APR-000920,REC-001343,Plant Head,VZIINV02,REJECTED,2026-07-20,Consumption not considered representative.
APR-000921,REC-001346,Plant Head,VZIINV01,APPROVED,2026-07-04,Approved; to be applied in SAP by VZI.
APR-000922,REC-001348,Inventory Controller,VZIINV02,APPROVED,2026-07-10,Approved; to be applied in SAP by VZI.
APR-000923,REC-001350,Inventory Controller,VZIINV01,REJECTED,2026-09-07,Consumption not considered representative.
APR-000924,REC-001351,Inventory Controller,VZIINV01,APPROVED,2026-05-30,Approved; to be applied in SAP by VZI.
APR-000925,REC-001352,Inventory Controller,VZIINV01,HELD,2026-06-19,Held pending further consumption evidence.
APR-000926,REC-001353,Inventory Controller,VZIINV01,HELD,2026-07-25,Held pending further consumption evidence.
APR-000927,REC-001354,Inventory Controller,VZIINV02,APPROVED,2026-08-26,Approved; to be applied in SAP by VZI.
APR-000928,REC-001355,Plant Head,VZIINV02,HELD,2026-08-17,Held pending further consumption evidence.
APR-000929,REC-001356,Plant Head,VZIINV02,APPROVED,2026-06-13,Approved; to be applied in SAP by VZI.
APR-000930,REC-001357,Plant Head,VZIINV01,APPROVED,2026-05-26,Approved; to be applied in SAP by VZI.
APR-000931,REC-001358,Plant Head,VZIINV02,REJECTED,2026-08-26,Consumption not considered representative.
APR-000932,REC-001359,Inventory Controller,VZIINV01,REJECTED,2026-06-03,Consumption not considered representative.
APR-000933,REC-001360,Plant Head,VZIINV01,APPROVED,2026-06-19,Approved; to be applied in SAP by VZI.
APR-000934,REC-001361,Plant Head,VZIINV01,APPROVED,2026-05-24,Approved; to be applied in SAP by VZI.
APR-000935,REC-001365,Commercial Head,VZIINV02,APPROVED,2026-08-31,Approved; to be applied in SAP by VZI.
APR-000936,REC-001366,Engineering Head,VZIINV01,HELD,2026-08-14,Held pending further consumption evidence.
APR-000937,REC-001367,Engineering Head,VZIINV02,REJECTED,2026-07-20,Consumption not considered representative.
APR-000938,REC-001368,Engineering Head,VZIINV02,REJECTED,2026-08-26,Consumption not considered representative.
APR-000939,REC-001369,Inventory Controller,VZIINV01,HELD,2026-07-10,Held pending further consumption evidence.
APR-000940,REC-001370,Inventory Controller,VZIINV01,HELD,2026-06-18,Held pending further consumption evidence.
APR-000941,REC-001371,Inventory Controller,VZIINV01,HELD,2026-08-24,Held pending further consumption evidence.
APR-000942,REC-001372,Engineering Head,VZIINV01,APPROVED,2026-08-21,Approved; to be applied in SAP by VZI.
APR-000943,REC-001373,Inventory Controller,VZIINV02,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000944,REC-001374,Commercial Head,VZIINV02,APPROVED,2026-05-25,Approved; to be applied in SAP by VZI.
APR-000945,REC-001375,Commercial Head,VZIINV02,REJECTED,2026-06-04,Consumption not considered representative.
APR-000946,REC-001376,Engineering Head,VZIINV01,APPROVED,2026-06-29,Approved; to be applied in SAP by VZI.
APR-000947,REC-001377,Plant Head,VZIINV02,REJECTED,2026-08-08,Consumption not considered representative.
APR-000948,REC-001380,Plant Head,VZIINV02,REJECTED,2026-07-01,Consumption not considered representative.
APR-000949,REC-001381,Commercial Head,VZIINV02,HELD,2026-08-01,Held pending further consumption evidence.
APR-000950,REC-001382,Commercial Head,VZIINV02,APPROVED,2026-09-04,Approved; to be applied in SAP by VZI.
APR-000951,REC-001383,Engineering Head,VZIINV02,APPROVED,2026-07-29,Approved; to be applied in SAP by VZI.
APR-000952,REC-001384,Commercial Head,VZIINV01,APPROVED,2026-08-20,Approved; to be applied in SAP by VZI.
APR-000953,REC-001385,Engineering Head,VZIINV02,REJECTED,2026-06-29,Consumption not considered representative.
APR-000954,REC-001387,Inventory Controller,VZIINV02,APPROVED,2026-08-22,Approved; to be applied in SAP by VZI.
APR-000955,REC-001388,Plant Head,VZIINV02,APPROVED,2026-08-31,Approved; to be applied in SAP by VZI.
APR-000956,REC-001390,Commercial Head,VZIINV02,APPROVED,2026-08-25,Approved; to be applied in SAP by VZI.
APR-000957,REC-001391,Plant Head,VZIINV01,REJECTED,2026-06-17,Consumption not considered representative.
APR-000958,REC-001392,Inventory Controller,VZIINV02,REJECTED,2026-07-27,Consumption not considered representative.
APR-000959,REC-001393,Inventory Controller,VZIINV01,APPROVED,2026-05-31,Approved; to be applied in SAP by VZI.
APR-000960,REC-001394,Commercial Head,VZIINV02,APPROVED,2026-06-12,Approved; to be applied in SAP by VZI.
APR-000961,REC-001395,Commercial Head,VZIINV02,APPROVED,2026-08-20,Approved; to be applied in SAP by VZI.
APR-000962,REC-001397,Inventory Controller,VZIINV01,APPROVED,2026-07-30,Approved; to be applied in SAP by VZI.
APR-000963,REC-001398,Inventory Controller,VZIINV01,APPROVED,2026-07-24,Approved; to be applied in SAP by VZI.
APR-000964,REC-001399,Plant Head,VZIINV01,APPROVED,2026-07-15,Approved; to be applied in SAP by VZI.
APR-000965,REC-001402,Engineering Head,VZIINV01,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000966,REC-001403,Commercial Head,VZIINV01,HELD,2026-06-08,Held pending further consumption evidence.
APR-000967,REC-001404,Plant Head,VZIINV01,APPROVED,2026-07-10,Approved; to be applied in SAP by VZI.
APR-000968,REC-001405,Plant Head,VZIINV02,APPROVED,2026-06-08,Approved; to be applied in SAP by VZI.
APR-000969,REC-001408,Plant Head,VZIINV02,APPROVED,2026-09-02,Approved; to be applied in SAP by VZI.
APR-000970,REC-001409,Engineering Head,VZIINV01,APPROVED,2026-08-01,Approved; to be applied in SAP by VZI.
APR-000971,REC-001411,Plant Head,VZIINV02,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000972,REC-001412,Plant Head,VZIINV02,APPROVED,2026-06-11,Approved; to be applied in SAP by VZI.
APR-000973,REC-001413,Plant Head,VZIINV01,APPROVED,2026-06-10,Approved; to be applied in SAP by VZI.
APR-000974,REC-001415,Commercial Head,VZIINV02,HELD,2026-07-21,Held pending further consumption evidence.
APR-000975,REC-001416,Commercial Head,VZIINV01,APPROVED,2026-08-23,Approved; to be applied in SAP by VZI.
APR-000976,REC-001417,Engineering Head,VZIINV01,REJECTED,2026-09-07,Consumption not considered representative.
APR-000977,REC-001418,Engineering Head,VZIINV02,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000978,REC-001419,Engineering Head,VZIINV02,APPROVED,2026-06-28,Approved; to be applied in SAP by VZI.
APR-000979,REC-001421,Plant Head,VZIINV02,HELD,2026-09-03,Held pending further consumption evidence.
APR-000980,REC-001422,Commercial Head,VZIINV02,REJECTED,2026-08-04,Consumption not considered representative.
APR-000981,REC-001423,Inventory Controller,VZIINV02,HELD,2026-08-30,Held pending further consumption evidence.
APR-000982,REC-001425,Inventory Controller,VZIINV02,REJECTED,2026-07-29,Consumption not considered representative.
APR-000983,REC-001427,Inventory Controller,VZIINV01,APPROVED,2026-07-11,Approved; to be applied in SAP by VZI.
APR-000984,REC-001428,Plant Head,VZIINV01,APPROVED,2026-06-28,Approved; to be applied in SAP by VZI.
APR-000985,REC-001430,Engineering Head,VZIINV02,APPROVED,2026-08-05,Approved; to be applied in SAP by VZI.
APR-000986,REC-001431,Plant Head,VZIINV02,APPROVED,2026-08-18,Approved; to be applied in SAP by VZI.
APR-000987,REC-001432,Commercial Head,VZIINV01,HELD,2026-08-31,Held pending further consumption evidence.
APR-000988,REC-001436,Plant Head,VZIINV02,APPROVED,2026-05-12,Approved; to be applied in SAP by VZI.
APR-000989,REC-001439,Commercial Head,VZIINV01,APPROVED,2026-06-18,Approved; to be applied in SAP by VZI.
APR-000990,REC-001440,Commercial Head,VZIINV02,APPROVED,2026-05-24,Approved; to be applied in SAP by VZI.
APR-000991,REC-001443,Engineering Head,VZIINV01,REJECTED,2026-07-07,Consumption not considered representative.
APR-000992,REC-001444,Engineering Head,VZIINV01,APPROVED,2026-08-24,Approved; to be applied in SAP by VZI.
APR-000993,REC-001445,Commercial Head,VZIINV02,APPROVED,2026-07-23,Approved; to be applied in SAP by VZI.
APR-000994,REC-001446,Commercial Head,VZIINV01,APPROVED,2026-08-18,Approved; to be applied in SAP by VZI.
APR-000995,REC-001447,Commercial Head,VZIINV02,APPROVED,2026-07-19,Approved; to be applied in SAP by VZI.
APR-000996,REC-001448,Commercial Head,VZIINV01,APPROVED,2026-06-18,Approved; to be applied in SAP by VZI.
APR-000997,REC-001449,Commercial Head,VZIINV01,APPROVED,2026-08-03,Approved; to be applied in SAP by VZI.
APR-000998,REC-001450,Plant Head,VZIINV02,HELD,2026-08-16,Held pending further consumption evidence.
APR-000999,REC-001451,Plant Head,VZIINV01,REJECTED,2026-07-23,Consumption not considered representative.
APR-001000,REC-001452,Plant Head,VZIINV02,APPROVED,2026-06-18,Approved; to be applied in SAP by VZI.
APR-001001,REC-001453,Engineering Head,VZIINV01,REJECTED,2026-06-06,Consumption not considered representative.
APR-001002,REC-001454,Inventory Controller,VZIINV02,HELD,2026-08-01,Held pending further consumption evidence.
APR-001003,REC-001455,Inventory Controller,VZIINV01,REJECTED,2026-07-15,Consumption not considered representative.
APR-001004,REC-001456,Inventory Controller,VZIINV01,APPROVED,2026-05-29,Approved; to be applied in SAP by VZI.
APR-001005,REC-001458,Inventory Controller,VZIINV01,HELD,2026-08-10,Held pending further consumption evidence.
APR-001006,REC-001459,Plant Head,VZIINV02,REJECTED,2026-07-16,Consumption not considered representative.
APR-001007,REC-001460,Inventory Controller,VZIINV01,APPROVED,2026-08-02,Approved; to be applied in SAP by VZI.
APR-001008,REC-001462,Plant Head,VZIINV01,REJECTED,2026-07-07,Consumption not considered representative.
APR-001009,REC-001463,Engineering Head,VZIINV01,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-001010,REC-001464,Plant Head,VZIINV02,HELD,2026-05-29,Held pending further consumption evidence.
APR-001011,REC-001466,Plant Head,VZIINV02,APPROVED,2026-08-15,Approved; to be applied in SAP by VZI.
APR-001012,REC-001469,Engineering Head,VZIINV02,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-001013,REC-001470,Plant Head,VZIINV02,HELD,2026-06-17,Held pending further consumption evidence.
APR-001014,REC-001471,Commercial Head,VZIINV02,HELD,2026-08-30,Held pending further consumption evidence.
APR-001015,REC-001473,Inventory Controller,VZIINV02,APPROVED,2026-06-19,Approved; to be applied in SAP by VZI.
APR-001016,REC-001474,Inventory Controller,VZIINV01,APPROVED,2026-08-21,Approved; to be applied in SAP by VZI.
APR-001017,REC-001477,Engineering Head,VZIINV02,APPROVED,2026-06-20,Approved; to be applied in SAP by VZI.
APR-001018,REC-001479,Plant Head,VZIINV01,APPROVED,2026-07-08,Approved; to be applied in SAP by VZI.
APR-001019,REC-001480,Engineering Head,VZIINV01,APPROVED,2026-06-17,Approved; to be applied in SAP by VZI.
APR-001020,REC-001482,Engineering Head,VZIINV02,APPROVED,2026-08-19,Approved; to be applied in SAP by VZI.
APR-001021,REC-001483,Plant Head,VZIINV01,APPROVED,2026-07-02,Approved; to be applied in SAP by VZI.
APR-001022,REC-001484,Plant Head,VZIINV02,REJECTED,2026-06-06,Consumption not considered representative.
APR-001023,REC-001486,Commercial Head,VZIINV02,APPROVED,2026-06-22,Approved; to be applied in SAP by VZI.
APR-001024,REC-001489,Plant Head,VZIINV02,REJECTED,2026-06-05,Consumption not considered representative.
APR-001025,REC-001490,Plant Head,VZIINV02,APPROVED,2026-07-31,Approved; to be applied in SAP by VZI.
APR-001026,REC-001494,Engineering Head,VZIINV02,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-001027,REC-001495,Engineering Head,VZIINV02,APPROVED,2026-08-06,Approved; to be applied in SAP by VZI.
APR-001028,REC-001497,Plant Head,VZIINV01,REJECTED,2026-08-13,Consumption not considered representative.
APR-001029,REC-001498,Plant Head,VZIINV02,REJECTED,2026-05-20,Consumption not considered representative.
APR-001030,REC-001499,Engineering Head,VZIINV02,HELD,2026-08-09,Held pending further consumption evidence.
APR-001031,REC-001500,Inventory Controller,VZIINV02,APPROVED,2026-07-28,Approved; to be applied in SAP by VZI.
APR-001032,REC-001501,Commercial Head,VZIINV02,APPROVED,2026-08-20,Approved; to be applied in SAP by VZI.
APR-001033,REC-001502,Engineering Head,VZIINV02,APPROVED,2026-07-20,Approved; to be applied in SAP by VZI.
APR-001034,REC-001503,Engineering Head,VZIINV02,APPROVED,2026-05-26,Approved; to be applied in SAP by VZI.
